,Date,Public Transport Route,Station,Weather Condition,Time of Day,Delay Due to Weather (minutes),Temperature (°C),Rainfall (mm),Wind Speed (km/h),Humidity (%)
313,2019-01-13 07:00:00,No Service,Addiscombe,Clear,Off-Peak,0,27,42,21,59
314,2019-01-13 08:00:00,No Service,Kings Cross St Pancras,Rain,Off-Peak,15,23,12,11,50
315,2019-01-13 09:00:00,No Service,Elmers End,Ice,Off-Peak,40,16,26,23,40
316,2019-01-13 10:00:00,No Service,Tower Gateway,Snow,Off-Peak,25,20,22,36,45
317,2019-01-13 11:00:00,Train,Clapham Junction,Rain,Off-Peak,15,22,33,7,55
318,2019-01-13 12:00:00,Train,London Bridge,Wind,Off-Peak,10,15,33,19,85
319,2019-01-13 13:00:00,Tram,New Addington,Ice,Rush Hour,40,1,22,17,94
320,2019-01-13 14:00:00,DLR,Lewisham,Snow,Rush Hour,15,11,43,24,92
321,2019-01-13 15:00:00,Bus,King's Cross,Wind,Rush Hour,25,14,19,22,75
322,2019-01-13 16:00:00,Bus,Waterloo,Wind,Off-Peak,15,14,8,37,63
323,2019-01-13 17:00:00,DLR,Shadwell,Snow,Off-Peak,25,16,19,17,50
324,2019-01-13 18:00:00,Train,Waterloo,Wind,Off-Peak,10,22,46,10,41
325,2019-01-13 19:00:00,Tram,East Croydon,Wind,Off-Peak,15,34,38,38,63
326,2019-01-13 20:00:00,Tram,Elmers End,Clear,Off-Peak,10,1,13,13,91
327,2019-01-13 21:00:00,DLR,Bank,Snow,Off-Peak,25,-5,48,21,43
328,2019-01-13 22:00:00,Train,Clapham Junction,Snow,Rush Hour,40,26,25,37,41
329,2019-01-13 23:00:00,DLR,Poplar,Snow,Rush Hour,25,7,26,14,79
330,2019-01-14 00:00:00,Tram,Addiscombe,Snow,Rush Hour,25,24,33,4,48
331,2019-01-14 01:00:00,Tube,Piccadilly Circus,Ice,Off-Peak,25,17,28,4,88
332,2019-01-14 02:00:00,DLR,Bank,Rain,Off-Peak,5,13,31,18,79
333,2019-01-14 03:00:00,Bus,Soho,Fog,Off-Peak,35,26,40,33,58
334,2019-01-14 04:00:00,Train,Victoria,Snow,Off-Peak,40,24,44,15,78
335,2019-01-14 05:00:00,DLR,Tower Gateway,Wind,Off-Peak,20,23,4,20,57
336,2019-01-14 06:00:00,No Service,Soho,Rain,Off-Peak,15,23,3,31,48
337,2019-01-14 07:00:00,No Service,Waterloo,Wind,Off-Peak,30,24,22,18,99
338,2019-01-14 08:00:00,No Service,Poplar,Clear,Off-Peak,0,10,20,23,83
340,2019-01-14 09:00:00,No Service,Soho,Rain,Off-Peak,15,34,32,34,68
341,2019-01-14 10:00:00,Tram,East Croydon,Rain,Off-Peak,10,13,40,17,100
342,2019-01-14 11:00:00,Train,London Bridge,Wind,Off-Peak,10,12,23,13,56
343,2019-01-14 12:00:00,Tram,Beckenham Junction,Wind,Rush Hour,15,-5,15,21,92
344,2019-01-14 13:00:00,DLR,Canary Wharf,Ice,Rush Hour,35,8,31,38,79
345,2019-01-14 14:00:00,Bus,Tottenham Court Road,Wind,Rush Hour,25,-4,18,29,90
346,2019-01-14 15:00:00,Tram,Addiscombe,Clear,Off-Peak,10,22,25,11,44
347,2019-01-14 16:00:00,Bus,Soho,Wind,Off-Peak,25,24,2,11,78
348,2019-01-14 17:00:00,Bus,King's Cross,Snow,Off-Peak,30,32,34,29,66
349,2019-01-14 18:00:00,Tram,South Wimbledon,Clear,Off-Peak,0,-2,38,2,83
350,2019-01-14 19:00:00,DLR,Poplar,Fog,Off-Peak,30,-5,17,39,54
351,2019-01-14 20:00:00,Train,Paddington,Ice,Off-Peak,30,2,6,31,96
352,2019-01-14 21:00:00,Tube,Oxford Circus,Wind,Rush Hour,30,23,31,26,82
353,2019-01-14 22:00:00,Tram,New Addington,Ice,Rush Hour,50,33,23,27,64
354,2019-01-14 23:00:00,DLR,Shadwell,Clear,Rush Hour,0,-3,15,17,60
355,2019-01-15 00:00:00,Bus,Waterloo,Wind,Off-Peak,25,26,23,24,79
356,2019-01-15 01:00:00,Train,Waterloo,Rain,Off-Peak,5,4,3,14,66
357,2019-01-15 02:00:00,Tram,Beckenham Junction,Rain,Off-Peak,20,4,44,26,62
358,2019-01-15 03:00:00,DLR,Shadwell,Rain,Off-Peak,5,13,31,14,57
359,2019-01-15 04:00:00,Train,Victoria,Clear,Off-Peak,0,28,41,29,53
360,2019-01-15 05:00:00,No Service,Canary Wharf,Wind,Off-Peak,10,27,33,10,52
361,2019-01-15 06:00:00,No Service,Victoria,Wind,Off-Peak,25,17,18,13,80
362,2019-01-15 07:00:00,No Service,Piccadilly Circus,Fog,Off-Peak,50,22,13,27,60
363,2019-01-15 08:00:00,No Service,Canary Wharf,Clear,Off-Peak,10,26,37,7,91
364,2019-01-15 09:00:00,No Service,Poplar,Snow,Off-Peak,15,1,12,10,65
365,2019-01-15 10:00:00,Bus,Soho,Fog,Off-Peak,25,23,21,13,80
366,2019-01-15 11:00:00,DLR,Lewisham,Clear,Off-Peak,0,2,30,21,97
367,2019-01-15 12:00:00,Tube,Baker Street,Rain,Rush Hour,5,-5,43,24,73
368,2019-01-15 13:00:00,Train,Clapham Junction,Rain,Rush Hour,15,-3,43,9,46
369,2019-01-15 14:00:00,Train,Clapham Junction,Ice,Rush Hour,30,18,29,35,41
370,2019-01-15 15:00:00,Train,London Bridge,Rain,Off-Peak,5,17,22,38,53
371,2019-01-15 16:00:00,DLR,Bank,Ice,Off-Peak,35,2,11,23,85
372,2019-01-15 17:00:00,Tram,Wimbledon,Fog,Off-Peak,30,31,42,5,47
373,2019-01-15 18:00:00,Tram,Beckenham Junction,Rain,Off-Peak,10,-3,13,32,88
374,2019-01-15 19:00:00,Train,King's Cross,Snow,Off-Peak,40,27,35,21,67
375,2019-01-15 20:00:00,DLR,Stratford,Clear,Off-Peak,0,22,44,19,49
376,2019-01-15 21:00:00,Tube,Waterloo,Fog,Rush Hour,50,2,7,10,73
377,2019-01-15 22:00:00,Tram,New Addington,Fog,Rush Hour,40,28,23,34,58
378,2019-01-15 23:00:00,Tube,Green Park,Rain,Rush Hour,15,29,2,34,68
379,2019-01-16 00:00:00,Tube,Leicester Square,Ice,Off-Peak,25,26,13,0,55
380,2019-01-16 01:00:00,Train,Victoria,Clear,Off-Peak,10,18,50,25,72
381,2019-01-16 02:00:00,DLR,Canary Wharf,Ice,Off-Peak,35,8,49,13,45
382,2019-01-16 03:00:00,Tube,Green Park,Fog,Off-Peak,40,26,10,1,88
383,2019-01-16 04:00:00,Train,Clapham Junction,Ice,Off-Peak,30,10,44,4,84
384,2019-01-16 05:00:00,No Service,Shadwell,Clear,Off-Peak,0,-2,37,38,51
385,2019-01-16 06:00:00,No Service,Beckenham Junction,Wind,Off-Peak,15,31,27,14,66
386,2019-01-16 07:00:00,No Service,Beckenham Junction,Ice,Off-Peak,50,15,22,20,90
387,2019-01-16 08:00:00,No Service,Stratford,Clear,Off-Peak,10,8,17,28,40
388,2019-01-16 09:00:00,No Service,King's Cross,Snow,Off-Peak,30,25,19,20,58
389,2019-01-16 10:00:00,DLR,Tower Gateway,Wind,Off-Peak,20,12,32,37,63
390,2019-01-16 11:00:00,Train,Paddington,Clear,Off-Peak,10,1,1,35,92
391,2019-01-16 12:00:00,Tube,Oxford Circus,Fog,Rush Hour,40,4,38,13,65
392,2019-01-16 13:00:00,Tube,Kings Cross St Pancras,Snow,Rush Hour,20,1,36,32,96
393,2019-01-16 14:00:00,Train,Euston,Snow,Rush Hour,30,27,25,22,46
394,2019-01-16 15:00:00,Train,Victoria,Wind,Off-Peak,20,17,50,7,46
395,2019-01-16 16:00:00,Bus,Tottenham Court Road,Ice,Off-Peak,45,15,1,19,62
396,2019-01-16 17:00:00,DLR,Poplar,Rain,Off-Peak,5,13,2,37,77
397,2019-01-16 18:00:00,Tube,Baker Street,Fog,Off-Peak,40,13,19,37,47
398,2019-01-16 19:00:00,DLR,Shadwell,Fog,Off-Peak,20,30,9,0,80
399,2019-01-16 20:00:00,Train,Waterloo,Wind,Off-Peak,20,23,41,3,45
400,2019-01-16 21:00:00,DLR,Canary Wharf,Wind,Rush Hour,20,12,20,13,80
401,2019-01-16 22:00:00,DLR,Lewisham,Ice,Rush Hour,25,-4,39,21,94
402,2019-01-16 23:00:00,DLR,Stratford,Rain,Rush Hour,15,-5,8,11,82
403,2019-01-17 00:00:00,Train,Waterloo,Clear,Off-Peak,10,-1,1,24,40
404,2019-01-17 01:00:00,Bus,Tottenham Court Road,Fog,Off-Peak,25,14,27,6,40
405,2019-01-17 02:00:00,Tube,Piccadilly Circus,Snow,Off-Peak,20,5,2,6,99
406,2019-01-17 03:00:00,Tram,East Croydon,Rain,Off-Peak,20,-4,15,38,64
407,2019-01-17 04:00:00,Tube,Baker Street,Fog,Off-Peak,50,-3,3,5,52
408,2019-01-17 05:00:00,No Service,Piccadilly Circus,Clear,Off-Peak,10,17,22,18,82
409,2019-01-17 06:00:00,No Service,Beckenham Junction,Snow,Off-Peak,35,6,29,22,64
410,2019-01-17 07:00:00,No Service,King's Cross,Rain,Off-Peak,15,14,37,9,76
411,2019-01-17 08:00:00,No Service,Beckenham Junction,Snow,Off-Peak,25,-1,12,7,55
412,2019-01-17 09:00:00,No Service,Kings Cross St Pancras,Snow,Off-Peak,10,31,5,35,87
413,2019-01-17 10:00:00,Tube,Leicester Square,Fog,Off-Peak,40,32,9,6,54
414,2019-01-17 11:00:00,DLR,Tower Gateway,Ice,Off-Peak,35,24,16,2,74
415,2019-01-17 12:00:00,Tram,South Wimbledon,Fog,Rush Hour,40,3,7,7,78
416,2019-01-17 13:00:00,Train,King's Cross,Wind,Rush Hour,10,28,8,12,50
417,2019-01-17 14:00:00,Tram,New Addington,Clear,Rush Hour,0,29,33,30,88
418,2019-01-17 15:00:00,Train,Paddington,Wind,Off-Peak,10,16,16,12,61
419,2019-01-17 16:00:00,Train,Paddington,Snow,Off-Peak,30,18,42,25,58
420,2019-01-17 17:00:00,Tube,Kings Cross St Pancras,Ice,Off-Peak,25,11,49,1,76
421,2019-01-17 18:00:00,DLR,Poplar,Rain,Off-Peak,15,4,21,2,43
422,2019-01-17 19:00:00,DLR,Tower Gateway,Snow,Off-Peak,25,24,2,14,89
423,2019-01-17 20:00:00,Tram,East Croydon,Clear,Off-Peak,10,17,40,1,95
424,2019-01-17 21:00:00,Train,London Bridge,Ice,Rush Hour,40,26,39,16,64
425,2019-01-17 22:00:00,Tube,Leicester Square,Wind,Rush Hour,30,11,28,37,79
426,2019-01-17 23:00:00,Train,Euston,Wind,Rush Hour,20,11,38,10,45
427,2019-01-18 00:00:00,Tube,Green Park,Clear,Off-Peak,10,8,26,4,98
428,2019-01-18 01:00:00,Tube,Piccadilly Circus,Rain,Off-Peak,15,3,38,5,99
429,2019-01-18 02:00:00,Tube,Kings Cross St Pancras,Snow,Off-Peak,10,34,39,2,84
430,2019-01-18 03:00:00,Tube,Piccadilly Circus,Snow,Off-Peak,10,-4,36,22,66
431,2019-01-18 04:00:00,Tram,East Croydon,Wind,Off-Peak,15,19,2,31,92
432,2019-01-18 05:00:00,No Service,Oxford Circus,Wind,Off-Peak,15,33,18,3,41
433,2019-01-18 06:00:00,No Service,Green Park,Snow,Off-Peak,20,3,33,28,86
434,2019-01-18 07:00:00,No Service,Leicester Square,Clear,Off-Peak,0,16,13,16,50
435,2019-01-18 08:00:00,No Service,Wimbledon,Wind,Off-Peak,15,-2,20,30,77
436,2019-01-18 09:00:00,No Service,Beckenham Junction,Snow,Off-Peak,35,20,1,34,49
437,2019-01-18 10:00:00,Bus,Tottenham Court Road,Snow,Off-Peak,20,23,9,20,60
438,2019-01-18 11:00:00,Train,King's Cross,Fog,Off-Peak,15,28,41,22,57
439,2019-01-18 12:00:00,Train,King's Cross,Wind,Rush Hour,20,17,16,30,99
440,2019-01-18 13:00:00,Train,King's Cross,Wind,Rush Hour,10,31,1,0,75
441,2019-01-18 14:00:00,Tram,Addiscombe,Rain,Rush Hour,20,5,26,10,45
442,2019-01-18 15:00:00,Tube,Green Park,Ice,Off-Peak,35,0,0,0,84
443,2019-01-18 16:00:00,DLR,Poplar,Fog,Off-Peak,20,12,49,6,55
444,2019-01-18 17:00:00,DLR,Shadwell,Snow,Off-Peak,15,15,35,40,58
445,2019-01-18 18:00:00,Train,Clapham Junction,Snow,Off-Peak,40,30,32,12,100
446,2019-01-18 19:00:00,DLR,Stratford,Rain,Off-Peak,5,32,21,19,70
447,2019-01-18 20:00:00,Bus,Soho,Snow,Off-Peak,20,28,48,5,97
448,2019-01-18 21:00:00,Bus,Soho,Clear,Rush Hour,10,11,34,29,88
449,2019-01-18 22:00:00,Bus,Oxford Circus,Rain,Rush Hour,5,31,33,5,56
450,2019-01-18 23:00:00,Train,Clapham Junction,Clear,Rush Hour,0,19,17,33,51
451,2019-01-19 00:00:00,Tram,Wimbledon,Snow,Off-Peak,25,32,35,34,59
452,2019-01-19 01:00:00,Tube,Piccadilly Circus,Wind,Off-Peak,20,6,2,19,63
453,2019-01-19 02:00:00,Bus,Victoria,Fog,Off-Peak,35,17,43,37,48
454,2019-01-19 03:00:00,Tube,Leicester Square,Ice,Off-Peak,25,16,15,29,95
455,2019-01-19 04:00:00,Train,Euston,Wind,Off-Peak,10,15,10,32,85
456,2019-01-19 05:00:00,No Service,Oxford Circus,Rain,Off-Peak,15,21,9,23,61
457,2019-01-19 06:00:00,No Service,Addiscombe,Rain,Off-Peak,10,25,50,30,69
459,2019-01-19 07:00:00,No Service,Tower Gateway,Clear,Off-Peak,0,0,41,15,89
460,2019-01-19 08:00:00,No Service,Waterloo,Clear,Off-Peak,10,21,20,39,100
463,2019-01-19 09:00:00,Tube,Piccadilly Circus,Ice,Rush Hour,35,34,24,15,46
464,2019-01-19 10:00:00,DLR,Tower Gateway,Rain,Rush Hour,5,28,34,26,98
465,2019-01-19 11:00:00,Bus,King's Cross,Wind,Rush Hour,15,6,5,35,54
466,2019-01-19 12:00:00,Tram,Elmers End,Ice,Off-Peak,40,1,45,21,40
467,2019-01-19 13:00:00,Tube,Baker Street,Clear,Off-Peak,0,4,43,14,54
468,2019-01-19 14:00:00,Bus,Victoria,Ice,Off-Peak,45,11,7,0,57
469,2019-01-19 15:00:00,Tram,South Wimbledon,Rain,Off-Peak,20,20,33,27,60
470,2019-01-19 16:00:00,Tube,Green Park,Snow,Off-Peak,10,15,40,32,86
471,2019-01-19 17:00:00,Bus,Oxford Circus,Rain,Off-Peak,15,22,45,35,40
472,2019-01-19 18:00:00,Tube,Leicester Square,Ice,Rush Hour,35,-4,0,14,50
473,2019-01-19 19:00:00,Bus,Tottenham Court Road,Snow,Rush Hour,30,-5,2,30,84
474,2019-01-19 20:00:00,Train,King's Cross,Clear,Rush Hour,10,30,37,5,55
475,2019-01-19 21:00:00,Bus,Tottenham Court Road,Wind,Off-Peak,25,20,26,3,73
476,2019-01-19 22:00:00,Tram,Addiscombe,Fog,Off-Peak,30,23,12,19,55
478,2019-01-19 23:00:00,Bus,Victoria,Snow,Off-Peak,20,15,42,3,50
479,2019-01-20 00:00:00,Tram,New Addington,Wind,Off-Peak,25,5,46,9,48
480,2019-01-20 01:00:00,No Service,Lewisham,Snow,Off-Peak,25,34,49,6,83
481,2019-01-20 02:00:00,No Service,East Croydon,Rain,Off-Peak,10,5,18,26,43
482,2019-01-20 03:00:00,No Service,Baker Street,Ice,Off-Peak,25,30,18,5,41
483,2019-01-20 04:00:00,No Service,Beckenham Junction,Ice,Off-Peak,40,33,5,30,99
484,2019-01-20 05:00:00,No Service,King's Cross,Rain,Off-Peak,15,34,46,35,61
485,2019-01-20 06:00:00,Bus,King's Cross,Wind,Off-Peak,25,29,13,26,45
486,2019-01-20 07:00:00,Tram,Beckenham Junction,Fog,Off-Peak,30,28,4,12,68
487,2019-01-20 08:00:00,Train,Paddington,Wind,Rush Hour,10,18,42,10,99
488,2019-01-20 09:00:00,Bus,Oxford Circus,Clear,Rush Hour,0,16,44,8,51
489,2019-01-20 10:00:00,Train,London Bridge,Ice,Rush Hour,40,-1,44,7,44
490,2019-01-20 11:00:00,Bus,Soho,Fog,Off-Peak,25,27,35,9,95
491,2019-01-20 12:00:00,Tube,Piccadilly Circus,Fog,Off-Peak,40,30,8,1,57
492,2019-01-20 13:00:00,Tram,Wimbledon,Wind,Off-Peak,15,14,22,23,72
493,2019-01-20 14:00:00,Bus,Liverpool Street,Snow,Off-Peak,20,13,31,34,95
494,2019-01-20 15:00:00,Train,King's Cross,Clear,Off-Peak,0,29,28,33,41
495,2019-01-20 16:00:00,Train,Paddington,Clear,Off-Peak,0,11,44,10,62
496,2019-01-20 17:00:00,Tram,Wimbledon,Clear,Rush Hour,0,28,27,0,83
497,2019-01-20 18:00:00,Train,Victoria,Rain,Rush Hour,5,3,39,4,81
498,2019-01-20 19:00:00,Bus,King's Cross,Wind,Rush Hour,25,20,10,26,72
499,2019-01-20 20:00:00,Train,London Bridge,Rain,Off-Peak,5,-4,18,6,95
500,2019-01-20 21:00:00,Train,London Bridge,Wind,Off-Peak,10,3,0,36,44
501,2019-01-20 22:00:00,Tram,Elmers End,Ice,Off-Peak,40,3,8,37,70
502,2019-01-20 23:00:00,Bus,Tottenham Court Road,Rain,Off-Peak,5,34,1,0,100
503,2019-01-21 00:00:00,Bus,Waterloo,Ice,Off-Peak,35,11,3,31,100
504,2019-01-21 01:00:00,No Service,Waterloo,Wind,Off-Peak,25,-5,28,16,81
505,2019-01-21 02:00:00,No Service,Poplar,Snow,Off-Peak,25,19,3,17,87
507,2019-01-21 03:00:00,No Service,Piccadilly Circus,Clear,Off-Peak,0,34,0,3,53
508,2019-01-21 04:00:00,No Service,King's Cross,Rain,Off-Peak,15,19,27,12,91
509,2019-01-21 05:00:00,Tube,Piccadilly Circus,Clear,Off-Peak,10,33,17,4,44
510,2019-01-21 06:00:00,Tram,New Addington,Wind,Off-Peak,25,29,45,21,61
511,2019-01-21 07:00:00,Bus,King's Cross,Snow,Rush Hour,30,-3,12,25,61
512,2019-01-21 08:00:00,Train,Victoria,Clear,Rush Hour,0,31,39,3,67
513,2019-01-21 09:00:00,DLR,Poplar,Snow,Rush Hour,25,24,5,22,90
514,2019-01-21 10:00:00,Train,Clapham Junction,Snow,Off-Peak,40,32,48,4,100
515,2019-01-21 11:00:00,Tube,Leicester Square,Ice,Off-Peak,35,28,42,8,48
516,2019-01-21 12:00:00,DLR,Tower Gateway,Fog,Off-Peak,20,6,46,12,67
517,2019-01-21 13:00:00,DLR,Stratford,Snow,Off-Peak,15,13,38,8,42
518,2019-01-21 14:00:00,Tube,Baker Street,Rain,Off-Peak,5,31,21,3,93
519,2019-01-21 15:00:00,Tube,Waterloo,Clear,Off-Peak,10,11,29,25,100
520,2019-01-21 16:00:00,DLR,Bank,Clear,Rush Hour,0,4,26,13,83
521,2019-01-21 17:00:00,DLR,Stratford,Rain,Rush Hour,15,6,7,1,99
522,2019-01-21 18:00:00,Tube,Baker Street,Ice,Rush Hour,35,10,42,30,78
523,2019-01-21 19:00:00,Tube,Baker Street,Fog,Off-Peak,50,18,27,25,98
524,2019-01-21 20:00:00,Tram,East Croydon,Clear,Off-Peak,0,13,1,1,80
525,2019-01-21 21:00:00,DLR,Canary Wharf,Ice,Off-Peak,35,2,19,40,65
526,2019-01-21 22:00:00,Tram,East Croydon,Snow,Off-Peak,25,25,10,36,53
527,2019-01-21 23:00:00,Tram,South Wimbledon,Wind,Off-Peak,15,15,13,1,40
528,2019-01-22 00:00:00,No Service,Elmers End,Clear,Off-Peak,0,11,23,39,49
529,2019-01-22 01:00:00,No Service,New Addington,Rain,Off-Peak,20,17,12,27,70
530,2019-01-22 02:00:00,No Service,Elmers End,Clear,Off-Peak,0,31,7,22,87
531,2019-01-22 03:00:00,No Service,Piccadilly Circus,Rain,Off-Peak,5,10,43,6,78
532,2019-01-22 04:00:00,No Service,Bank,Rain,Off-Peak,15,0,20,38,88
533,2019-01-22 05:00:00,Bus,Victoria,Rain,Off-Peak,5,2,21,39,56
534,2019-01-22 06:00:00,Train,London Bridge,Wind,Off-Peak,20,19,8,21,76
535,2019-01-22 07:00:00,Tram,Wimbledon,Ice,Rush Hour,40,12,41,35,43
536,2019-01-22 08:00:00,Bus,Oxford Circus,Rain,Rush Hour,15,19,42,0,80
537,2019-01-22 09:00:00,Train,Victoria,Fog,Rush Hour,15,6,10,33,43
538,2019-01-22 10:00:00,Tube,Kings Cross St Pancras,Ice,Off-Peak,25,9,15,3,54
539,2019-01-22 11:00:00,Tram,Elmers End,Rain,Off-Peak,10,20,49,40,75
540,2019-01-22 12:00:00,Tram,New Addington,Clear,Off-Peak,10,20,8,34,59
541,2019-01-22 13:00:00,Bus,Waterloo,Clear,Off-Peak,10,26,2,30,91
542,2019-01-22 14:00:00,Tube,Oxford Circus,Ice,Off-Peak,25,4,35,32,80
543,2019-01-22 15:00:00,Tram,Elmers End,Fog,Off-Peak,30,10,50,4,73
544,2019-01-22 16:00:00,Bus,Oxford Circus,Clear,Rush Hour,10,1,41,10,51
545,2019-01-22 17:00:00,Bus,Soho,Clear,Rush Hour,10,11,12,31,47
546,2019-01-22 18:00:00,Tram,East Croydon,Ice,Rush Hour,50,17,0,0,75
547,2019-01-22 19:00:00,Train,London Bridge,Wind,Off-Peak,20,20,43,5,69
548,2019-01-22 20:00:00,Bus,Oxford Circus,Fog,Off-Peak,25,15,10,27,76
549,2019-01-22 21:00:00,DLR,Poplar,Ice,Off-Peak,25,16,23,16,64
550,2019-01-22 22:00:00,Tube,Baker Street,Fog,Off-Peak,40,1,4,10,53
551,2019-01-22 23:00:00,Tube,Oxford Circus,Wind,Off-Peak,30,8,1,40,72
552,2019-01-23 00:00:00,No Service,Waterloo,Ice,Off-Peak,25,9,16,26,72
553,2019-01-23 01:00:00,No Service,Bank,Rain,Off-Peak,15,1,16,11,57
555,2019-01-23 02:00:00,No Service,Shadwell,Clear,Off-Peak,0,3,19,12,67
556,2019-01-23 03:00:00,No Service,Addiscombe,Fog,Off-Peak,30,2,14,30,45
557,2019-01-23 04:00:00,DLR,Tower Gateway,Snow,Off-Peak,15,17,3,34,98
558,2019-01-23 05:00:00,Train,Euston,Ice,Off-Peak,30,23,10,24,73
559,2019-01-23 06:00:00,Train,Clapham Junction,Ice,Rush Hour,40,12,22,29,70
560,2019-01-23 07:00:00,Bus,Soho,Snow,Rush Hour,20,25,0,35,63
561,2019-01-23 08:00:00,Tram,Addiscombe,Snow,Rush Hour,35,24,41,20,63
562,2019-01-23 09:00:00,Train,Clapham Junction,Wind,Off-Peak,20,33,49,35,55
563,2019-01-23 10:00:00,Tram,Addiscombe,Clear,Off-Peak,10,29,46,27,91
564,2019-01-23 11:00:00,DLR,Poplar,Clear,Off-Peak,0,12,50,26,100
565,2019-01-23 12:00:00,DLR,Lewisham,Rain,Off-Peak,15,33,3,11,90
566,2019-01-23 13:00:00,Tram,New Addington,Clear,Off-Peak,0,11,37,9,44
567,2019-01-23 14:00:00,Bus,Liverpool Street,Ice,Off-Peak,35,8,1,25,45
568,2019-01-23 15:00:00,Bus,Tottenham Court Road,Clear,Rush Hour,10,25,44,28,80
569,2019-01-23 16:00:00,Bus,Waterloo,Wind,Rush Hour,15,18,26,5,86
570,2019-01-23 17:00:00,Tram,Beckenham Junction,Rain,Rush Hour,10,29,33,24,85
571,2019-01-23 18:00:00,DLR,Lewisham,Snow,Off-Peak,25,28,12,7,49
572,2019-01-23 19:00:00,Tram,New Addington,Snow,Off-Peak,25,-3,46,10,62
573,2019-01-23 20:00:00,Train,Clapham Junction,Snow,Off-Peak,40,31,17,16,98
574,2019-01-23 21:00:00,DLR,Stratford,Snow,Off-Peak,25,34,10,37,74
575,2019-01-23 22:00:00,DLR,Bank,Ice,Off-Peak,25,20,4,12,48
576,2019-01-23 23:00:00,No Service,Poplar,Clear,Off-Peak,10,17,28,40,99
577,2019-01-24 00:00:00,No Service,East Croydon,Rain,Off-Peak,10,33,24,14,77
578,2019-01-24 01:00:00,No Service,Oxford Circus,Fog,Off-Peak,50,9,13,18,82
579,2019-01-24 02:00:00,No Service,Canary Wharf,Rain,Off-Peak,5,-2,47,18,89
580,2019-01-24 03:00:00,No Service,King's Cross,Rain,Off-Peak,5,23,45,9,73
581,2019-01-24 04:00:00,Tube,Kings Cross St Pancras,Snow,Off-Peak,20,16,40,27,44
582,2019-01-24 05:00:00,Bus,Oxford Circus,Fog,Off-Peak,25,19,37,36,57
583,2019-01-24 06:00:00,Bus,Victoria,Clear,Rush Hour,0,7,40,24,40
584,2019-01-24 07:00:00,DLR,Shadwell,Clear,Rush Hour,10,12,36,14,79
585,2019-01-24 08:00:00,Tube,Leicester Square,Snow,Rush Hour,10,27,10,34,77
586,2019-01-24 09:00:00,DLR,Canary Wharf,Fog,Off-Peak,30,10,43,15,57
587,2019-01-24 10:00:00,Tube,Piccadilly Circus,Clear,Off-Peak,0,-4,31,36,81
588,2019-01-24 11:00:00,Tube,Oxford Circus,Fog,Off-Peak,50,29,48,26,80
589,2019-01-24 12:00:00,Tram,South Wimbledon,Ice,Off-Peak,40,28,5,4,67
590,2019-01-24 13:00:00,Bus,King's Cross,Fog,Off-Peak,35,24,5,23,82
591,2019-01-24 14:00:00,DLR,Shadwell,Wind,Off-Peak,10,7,46,1,64
592,2019-01-24 15:00:00,Train,Euston,Snow,Rush Hour,40,7,48,39,51
593,2019-01-24 16:00:00,DLR,Canary Wharf,Rain,Rush Hour,5,12,21,34,55
594,2019-01-24 17:00:00,Bus,Liverpool Street,Wind,Rush Hour,15,26,2,32,95
595,2019-01-24 18:00:00,Bus,Soho,Fog,Off-Peak,35,26,18,31,46
596,2019-01-24 19:00:00,Bus,Tottenham Court Road,Fog,Off-Peak,35,29,33,31,88
597,2019-01-24 20:00:00,Train,Euston,Rain,Off-Peak,15,33,40,15,64
598,2019-01-24 21:00:00,Bus,Victoria,Snow,Off-Peak,30,23,40,37,100
599,2019-01-24 22:00:00,DLR,Tower Gateway,Wind,Off-Peak,10,23,6,22,98
600,2019-01-24 23:00:00,No Service,Waterloo,Fog,Off-Peak,25,10,15,25,90
601,2019-01-25 00:00:00,No Service,Stratford,Wind,Off-Peak,20,4,37,4,52
603,2019-01-25 01:00:00,No Service,King's Cross,Wind,Off-Peak,25,24,8,6,58
604,2019-01-25 02:00:00,No Service,Addiscombe,Fog,Off-Peak,40,19,12,33,82
605,2019-01-25 03:00:00,Tube,Green Park,Snow,Off-Peak,10,33,33,9,89
606,2019-01-25 04:00:00,Train,Paddington,Wind,Off-Peak,20,14,45,21,93
607,2019-01-25 05:00:00,Tram,New Addington,Ice,Rush Hour,40,-1,36,20,64
608,2019-01-25 06:00:00,DLR,Lewisham,Clear,Rush Hour,10,-5,42,18,63
609,2019-01-25 07:00:00,DLR,Canary Wharf,Snow,Rush Hour,15,24,46,38,74
610,2019-01-25 08:00:00,Tube,Baker Street,Rain,Off-Peak,15,-3,5,24,75
611,2019-01-25 09:00:00,DLR,Bank,Snow,Off-Peak,25,8,37,12,84
612,2019-01-25 10:00:00,DLR,Stratford,Ice,Off-Peak,25,24,47,18,79
613,2019-01-25 11:00:00,Tube,Waterloo,Ice,Off-Peak,35,-2,3,6,90
614,2019-01-25 12:00:00,Tube,Waterloo,Fog,Off-Peak,50,12,4,30,43
615,2019-01-25 13:00:00,Tram,Addiscombe,Wind,Off-Peak,25,31,5,1,80
616,2019-01-25 14:00:00,Tube,Waterloo,Wind,Rush Hour,30,19,12,3,48
617,2019-01-25 15:00:00,DLR,Shadwell,Clear,Rush Hour,0,-5,45,0,53
618,2019-01-25 16:00:00,Bus,Tottenham Court Road,Fog,Rush Hour,25,9,23,22,64
