Date,Temperature (°C),Precipitation (mm),Wind Speed (km/h),Weather Condition,Underground Delays (min),Underground Cancellations (%),Underground Ridership (thousands),Bus Delays (min),Bus Cancellations (%),Bus Ridership (thousands),Overground Delays (min),Overground Cancellations (%),Overground Ridership (thousands),Tram Delays (min),Tram Cancellations (%),Tram Ridership (thousands),DLR Delays (min),DLR Cancellations (%),DLR Ridership (thousands),National Rail Delays (min),National Rail Cancellations (%),National Rail Ridership (thousands)
22/08/2021,21.7,0,22,Clear,3,1,307,2,2,123,2,0,132,3,0,137,4,1,110,4,0,115
23/08/2021,21.2,0,13,Clear,2,0,318,5,0,109,2,2,100,2,1,112,1,1,114,3,2,106
24/08/2021,20.8,0,23,Clear,2,0,309,5,1,125,2,1,130,4,0,127,3,0,110,2,1,130
25/08/2021,21.8,0,23,Partly Cloudy,2,0,290,5,1,116,2,2,114,2,1,122,3,1,141,4,2,105
26/08/2021,22.4,6,24,Light Rain,4,1,294,10,4,121,9,3,98,9,3,97,7,3,138,8,4,138
27/08/2021,23.1,0,23,Clear,1,0,306,3,1,134,1,0,127,2,1,128,3,1,132,4,2,142
28/08/2021,22.6,31,24,Thunderstorm,12,3,157,31,11,56,33,12,83,25,10,96,25,12,127,30,10,103
29/08/2021,23.1,4,16,Light Rain,4,0,287,8,5,98,9,2,118,8,3,132,5,4,101,9,2,132
30/08/2021,23.4,0,8,Clear,1,1,309,3,1,105,3,1,149,4,1,147,2,2,116,4,1,101
31/08/2021,22.3,45,7,Thunderstorm,15,4,160,27,12,66,32,10,71,28,11,142,33,11,86,25,10,104
01/09/2021,21.9,0,9,Clear,1,1,301,3,1,145,1,2,119,5,1,105,4,1,102,2,1,133
02/09/2021,21.4,0,18,Partly Cloudy,2,0,316,1,1,136,3,0,103,4,2,128,3,1,113,1,1,122
03/09/2021,19.5,36,23,Thunderstorm,19,4,153,31,9,117,32,13,145,31,13,76,34,9,140,25,9,133
04/09/2021,17.7,0,10,Partly Cloudy,2,1,295,1,2,109,2,1,124,2,0,106,4,0,149,2,0,129
05/09/2021,16.6,0,22,Clear,3,0,286,2,2,106,4,1,102,3,2,136,3,2,106,5,2,135
06/09/2021,17.9,0,19,Clear,2,1,290,3,1,106,2,2,119,4,0,121,1,0,131,3,0,124
07/09/2021,18.9,1,18,Clear,3,1,299,3,1,105,5,1,109,3,0,101,4,1,129,2,1,103
08/09/2021,18.9,0,18,Partly Cloudy,3,1,319,4,2,143,4,0,102,4,1,141,2,1,135,5,0,143
09/09/2021,19.5,0,12,Clear,1,0,284,2,2,129,4,0,141,4,1,146,4,1,137,1,1,103
10/09/2021,17.7,44,10,Thunderstorm,20,4,162,27,10,148,33,8,145,31,9,117,30,10,126,21,11,51
11/09/2021,19.1,0,8,Clear,1,1,282,4,2,134,2,1,124,3,1,128,2,2,104,3,2,103
12/09/2021,19.3,0,18,Clear,1,0,289,5,1,115,5,1,114,3,0,149,3,2,117,4,0,149
13/09/2021,20.1,0,20,Partly Cloudy,3,0,299,4,2,120,4,0,139,2,1,125,3,1,127,2,0,138
14/09/2021,19.2,0,18,Partly Cloudy,2,0,314,5,1,148,3,1,117,4,0,105,1,1,120,3,1,149
15/09/2021,18.3,0,7,Clear,1,1,310,2,1,101,4,2,103,2,2,120,3,1,130,5,2,139
16/09/2021,17.9,0,12,Partly Cloudy,2,0,280,3,2,126,2,0,118,5,2,147,4,1,130,3,1,121
17/09/2021,18.4,13,22,Heavy Rain,10,2,222,19,7,101,16,6,103,19,5,85,10,5,87,12,4,91
18/09/2021,17.8,30,16,Thunderstorm,11,4,200,34,8,130,25,8,80,25,12,116,31,10,82,25,11,150
19/09/2021,18.6,0,19,Clear,2,0,297,4,1,115,4,2,121,4,0,126,1,0,131,2,1,145
20/09/2021,17.4,0,15,Clear,2,1,301,5,1,150,3,0,124,2,1,135,3,0,123,1,1,140
21/09/2021,18.9,27,16,Thunderstorm,19,4,157,27,13,120,33,9,145,21,15,136,30,13,57,21,9,59
22/09/2021,18.8,0,22,Clear,2,1,293,2,1,140,3,1,141,1,1,122,4,2,138,3,0,140
23/09/2021,18.4,36,11,Thunderstorm,10,5,174,24,13,139,20,13,127,23,11,59,31,14,61,32,13,85
24/09/2021,18.8,47,16,Thunderstorm,16,4,178,33,12,141,29,9,141,30,13,149,21,11,74,29,14,147
25/09/2021,18.4,0,23,Clear,1,1,319,5,1,144,2,0,148,2,0,121,3,1,115,5,2,120
26/09/2021,18.1,0,18,Clear,2,0,289,3,1,137,4,1,138,1,1,140,4,1,132,5,1,140
27/09/2021,19.4,0,16,Clear,2,1,312,3,2,114,4,1,124,4,1,105,3,1,140,5,0,130
28/09/2021,19.5,0,24,Partly Cloudy,2,0,295,3,1,132,4,1,136,2,0,108,5,0,140,2,1,146
29/09/2021,19.3,0,11,Partly Cloudy,2,1,298,3,0,134,4,1,139,4,2,108,2,2,110,1,2,116
30/09/2021,18.7,0,22,Clear,3,1,301,2,0,131,3,2,125,3,1,139,3,1,143,3,1,131
01/10/2021,17.9,2,21,Clear,2,0,295,1,1,133,2,1,147,3,2,146,5,2,116,5,2,142
02/10/2021,15.4,0,21,Partly Cloudy,1,0,318,3,1,142,1,1,119,2,1,111,2,1,146,3,1,108
03/10/2021,15.9,0,12,Clear,2,1,298,4,1,148,2,2,120,4,1,124,4,1,106,3,1,110
04/10/2021,16.5,27,8,Thunderstorm,15,3,174,23,8,128,30,10,55,33,9,143,27,10,124,33,11,91
05/10/2021,15.6,0,19,Clear,1,0,291,2,1,106,3,1,115,1,0,106,4,1,103,3,1,129
06/10/2021,15.2,0,11,Clear,2,1,318,1,1,136,5,1,137,1,1,118,4,2,118,3,0,121
07/10/2021,14.5,58,8,Thunderstorm,16,5,196,32,9,132,24,14,121,32,9,108,32,14,53,34,8,111
08/10/2021,14.9,3,21,Light Rain,3,0,288,9,4,98,5,4,118,8,4,112,6,5,117,8,5,137
09/10/2021,14.8,65,19,Thunderstorm,14,4,171,33,11,132,33,14,122,33,11,61,33,11,63,22,9,125
10/10/2021,15.2,55,11,Thunderstorm,18,3,187,26,10,134,21,15,115,26,12,62,28,15,74,31,11,115
11/10/2021,14,0,25,Clear,2,1,303,3,1,101,5,2,109,3,2,149,5,2,108,5,2,119
12/10/2021,13.7,0,18,Clear,1,0,298,2,2,105,5,2,145,4,0,122,2,2,117,3,2,146
13/10/2021,14.5,0,14,Clear,1,1,302,1,2,124,4,2,141,1,0,144,5,1,122,2,2,111
14/10/2021,13.5,0,10,Partly Cloudy,1,0,300,3,0,125,3,2,100,5,1,108,1,1,112,2,0,133
15/10/2021,13.8,34,21,Thunderstorm,11,5,179,34,9,149,30,12,102,20,15,114,21,8,55,29,12,100
16/10/2021,13.3,0,15,Clear,2,0,316,4,2,115,5,1,123,2,1,145,2,0,135,5,1,114
17/10/2021,13.3,55,20,Thunderstorm,16,3,197,30,15,108,32,14,84,34,8,127,34,10,115,28,13,137
18/10/2021,13.8,0,11,Clear,2,1,287,4,1,140,1,1,132,5,1,140,5,1,115,4,1,121
19/10/2021,14.4,0,25,Partly Cloudy,2,0,284,2,2,118,3,1,139,2,1,122,2,2,142,3,2,117
20/10/2021,15.1,50,14,Thunderstorm,11,3,170,31,9,116,31,13,126,23,12,144,29,12,124,25,13,142
21/10/2021,13.4,0,9,Clear,3,1,316,5,1,133,3,1,122,4,1,141,4,0,132,3,1,141
22/10/2021,13.7,0,19,Clear,3,0,281,1,1,112,5,1,133,2,1,117,4,1,126,3,2,105
23/10/2021,14.6,0,18,Clear,2,0,319,3,2,124,2,1,102,5,2,136,3,1,150,2,2,129
24/10/2021,15.8,0,25,Clear,1,1,308,4,0,125,2,2,108,4,1,118,5,0,105,1,1,132
25/10/2021,14.8,0,6,Partly Cloudy,3,1,317,2,1,137,2,1,106,3,1,111,1,1,101,5,0,133
26/10/2021,14.4,31,15,Thunderstorm,19,4,154,23,10,62,27,15,101,31,13,135,23,13,138,23,10,147
27/10/2021,15.1,37,13,Thunderstorm,15,3,164,30,13,137,22,14,75,26,14,95,23,9,97,31,15,129
28/10/2021,15.8,0,23,Clear,3,0,317,1,1,137,5,2,119,3,1,110,2,0,127,5,2,103
29/10/2021,14.1,17,7,Heavy Rain,7,2,255,15,5,115,18,5,84,13,5,103,12,6,91,17,4,108
30/10/2021,13.1,56,18,Thunderstorm,11,4,181,27,11,139,24,11,83,32,14,135,32,15,120,31,15,51
31/10/2021,13.7,0,23,Partly Cloudy,3,1,301,1,0,127,3,1,120,5,1,143,5,1,122,4,1,116
01/11/2021,11.2,9,21,Light Rain,3,1,298,8,5,129,9,3,106,9,5,113,5,4,104,5,4,116
02/11/2021,11.1,0,26,Clear,2,0,312,3,0,105,3,1,133,3,0,125,5,0,134,3,1,108
03/11/2021,11.7,0,32,Clear,2,1,296,3,1,105,4,0,110,4,0,149,4,1,141,5,1,142
04/11/2021,10,0,26,Partly Cloudy,1,0,304,2,2,133,2,0,131,3,0,116,2,0,127,4,1,141
05/11/2021,8.7,0,27,Clear,2,1,306,1,1,136,5,1,134,3,2,150,4,1,104,4,1,139
06/11/2021,7.7,0,21,Partly Cloudy,1,1,292,1,1,106,4,2,148,2,2,118,5,2,104,3,1,139
07/11/2021,7.8,0,27,Partly Cloudy,3,0,309,4,2,103,2,1,122,2,1,133,3,1,103,5,2,131
08/11/2021,9.2,56,17,Thunderstorm,14,3,179,25,12,87,33,12,72,25,14,89,28,13,85,24,11,71
09/11/2021,8.5,21,21,Thunderstorm,20,4,189,21,9,131,29,9,90,28,14,56,29,13,148,32,10,121
10/11/2021,9.4,0,31,Partly Cloudy,1,0,312,2,0,120,4,0,134,1,0,118,1,2,143,4,0,126
11/11/2021,8.4,36,30,Thunderstorm,11,3,196,26,15,149,28,10,129,22,10,128,27,9,115,31,9,78
12/11/2021,7.8,53,29,Thunderstorm,17,2,157,23,10,65,26,9,125,32,12,59,33,15,70,31,14,104
13/11/2021,7.7,0,25,Clear,3,1,290,3,1,107,2,2,128,2,0,126,3,1,132,1,0,127
14/11/2021,6.9,0,18,Clear,2,0,311,3,1,125,3,2,130,3,2,147,3,1,104,2,1,142
15/11/2021,7.6,0,15,Clear,3,0,281,3,1,123,3,1,113,4,0,120,4,2,140,4,1,106
16/11/2021,7.2,0,32,Partly Cloudy,1,1,306,4,1,139,2,0,110,1,1,105,2,1,145,4,1,107
17/11/2021,6.9,0,26,Clear,3,0,316,2,1,125,5,2,129,2,1,149,3,2,122,3,1,135
18/11/2021,8.5,0,25,Clear,1,1,293,4,1,140,5,1,145,2,1,139,2,1,139,4,1,134
19/11/2021,8.1,0,24,Clear,2,0,287,1,1,142,1,0,123,4,0,114,2,1,111,2,1,131
20/11/2021,7.2,0,25,Partly Cloudy,2,1,309,2,2,125,4,0,113,3,1,125,2,1,124,1,1,121
21/11/2021,7.3,15,19,Heavy Rain,10,2,223,11,4,109,12,6,99,18,5,103,17,6,120,17,6,105
22/11/2021,9.1,0,33,Clear,2,1,293,5,0,145,3,0,144,2,0,107,4,2,106,3,0,137
23/11/2021,8,14,26,Heavy Rain,9,2,223,16,7,87,11,5,117,16,6,92,13,8,92,19,6,86
24/11/2021,8.2,0,23,Partly Cloudy,2,1,314,5,1,132,1,1,114,1,1,116,5,1,121,5,0,124
25/11/2021,8.9,50,17,Thunderstorm,11,2,196,30,13,106,24,12,91,22,13,63,23,14,116,29,11,90
26/11/2021,9.5,0,25,Partly Cloudy,3,0,313,3,1,103,3,2,139,4,0,118,2,1,129,2,1,122
27/11/2021,8.8,62,15,Thunderstorm,10,4,200,31,8,73,35,14,107,24,8,52,29,8,149,23,13,66
28/11/2021,9,54,27,Thunderstorm,11,5,177,34,14,142,21,9,149,27,10,127,24,13,134,32,10,90
29/11/2021,8.8,0,18,Clear,2,1,313,3,0,133,4,1,132,2,1,145,5,1,135,4,2,124
30/11/2021,9,0,16,Clear,3,1,316,1,1,105,2,2,125,4,0,121,4,0,116,1,1,149
01/12/2021,9,0,32,Partly Cloudy,2,1,296,4,0,103,5,0,149,4,1,135,4,0,139,4,0,102
02/12/2021,7.3,4,30,Light Rain,3,2,263,7,4,134,8,3,133,7,2,112,9,2,119,8,5,104
03/12/2021,6.3,0,22,Partly Cloudy,2,1,313,5,1,149,2,1,127,4,1,139,5,1,139,1,0,149
04/12/2021,6.8,0,22,Clear,2,0,288,2,1,129,2,1,145,3,2,146,1,0,124,3,1,116
05/12/2021,7,63,20,Thunderstorm,19,2,162,24,15,50,30,14,117,25,15,139,27,12,147,35,11,135
06/12/2021,6.1,11,19,Heavy Rain,8,2,234,14,5,129,19,6,126,13,7,128,14,7,95,13,6,129
07/12/2021,5.9,0,33,Clear,2,1,301,1,2,138,3,1,104,3,2,145,2,1,135,2,0,125
08/12/2021,6.2,6,19,Light Rain,3,1,265,6,5,97,7,5,121,9,3,91,8,4,96,7,5,100
09/12/2021,6,0,31,Partly Cloudy,3,0,283,2,1,135,5,1,132,3,0,123,3,2,118,5,1,112
10/12/2021,5.1,29,15,Thunderstorm,14,5,184,31,9,97,24,14,68,27,12,101,32,10,88,32,12,90
11/12/2021,4.1,0,34,Clear,3,1,289,1,1,125,4,1,149,3,1,114,3,2,102,5,2,130
12/12/2021,4.2,18,16,Heavy Rain,7,1,263,14,5,107,20,7,105,18,7,125,12,7,95,19,5,126
13/12/2021,6,63,17,Thunderstorm,12,3,200,27,12,119,35,13,72,25,9,114,23,10,139,25,12,90
14/12/2021,4.8,27,33,Thunderstorm,13,3,189,31,14,145,32,11,132,28,10,80,23,9,68,21,14,143
15/12/2021,5.4,0,19,Partly Cloudy,2,0,286,2,0,115,1,0,113,5,0,112,4,2,119,5,1,110
16/12/2021,5.1,0,22,Clear,1,1,294,3,1,134,2,2,136,2,2,133,3,0,127,2,1,120
17/12/2021,6,53,22,Thunderstorm,14,4,181,25,11,81,29,10,123,29,9,81,23,11,102,28,13,69
18/12/2021,7.3,20,29,Heavy Rain,9,2,265,19,7,82,18,7,113,18,8,102,11,6,82,13,6,95
19/12/2021,7.4,0,23,Partly Cloudy,1,1,313,2,1,115,4,2,116,3,0,123,5,0,147,4,2,109
20/12/2021,6.2,47,28,Thunderstorm,12,4,165,22,11,59,24,11,135,32,11,122,29,10,123,30,12,112
21/12/2021,6.7,56,18,Thunderstorm,19,3,156,29,11,132,26,13,81,23,11,111,30,12,149,30,15,62
22/12/2021,5.3,9,26,Light Rain,4,1,287,10,5,96,7,3,99,8,4,101,9,4,91,7,5,116
23/12/2021,5.1,16,17,Heavy Rain,9,1,238,10,7,82,13,6,100,13,5,120,20,5,82,10,7,108
24/12/2021,6.2,0,33,Partly Cloudy,3,0,292,3,1,131,2,1,123,3,0,122,2,2,124,2,0,134
25/12/2021,5.3,0,26,Clear,2,0,313,2,2,130,4,0,117,4,1,110,2,1,131,2,1,110
26/12/2021,5.3,63,18,Thunderstorm,19,3,169,23,12,119,27,8,142,35,11,111,27,10,58,27,14,52
27/12/2021,5.7,0,19,Clear,3,0,288,3,1,144,3,1,127,5,0,110,5,2,109,2,1,102
28/12/2021,6.2,4,25,Light Rain,5,1,268,10,4,109,7,3,116,7,3,98,7,4,93,6,5,117
29/12/2021,4.9,0,16,Partly Cloudy,2,1,309,1,1,107,2,2,125,5,0,124,1,1,104,2,1,137
30/12/2021,4.3,0,18,Clear,2,1,284,1,2,116,4,0,123,2,1,138,4,1,146,2,0,131
31/12/2021,5.1,40,22,Thunderstorm,17,4,178,20,12,125,24,11,147,24,10,71,28,15,111,25,12,112
01/01/2022,5.3,35,24,Thunderstorm,10,4,199,25,15,60,31,9,77,29,12,128,29,12,141,27,10,66
02/01/2022,4.9,0,16,Clear,1,1,290,2,1,138,2,1,105,5,1,150,5,2,101,3,0,145
03/01/2022,5.7,0,27,Clear,2,0,299,4,2,130,4,2,126,2,1,122,1,1,150,1,1,142
04/01/2022,5.9,0,29,Clear,1,1,297,4,1,103,5,2,107,5,1,124,3,0,128,1,1,128
05/01/2022,6.7,0,20,Partly Cloudy,2,1,287,4,2,139,5,1,143,3,0,133,4,1,101,2,1,108
06/01/2022,5.3,53,30,Thunderstorm,13,5,182,27,11,91,23,11,103,28,13,86,31,12,146,26,14,132
07/01/2022,5.6,0,17,Partly Cloudy,1,1,293,3,1,145,3,2,130,2,0,136,1,1,107,3,1,123
08/01/2022,4.5,20,16,Heavy Rain,8,2,224,14,6,97,16,5,101,18,5,111,15,5,116,16,6,113
09/01/2022,5.5,0,28,Partly Cloudy,1,1,289,1,1,137,3,1,124,3,1,119,2,1,106,1,1,127
10/01/2022,5.2,23,31,Thunderstorm,19,4,153,30,10,82,23,13,115,29,13,74,27,12,114,32,10,127
11/01/2022,5,0,24,Partly Cloudy,1,1,303,2,0,140,2,0,149,4,1,130,3,2,136,4,0,132
12/01/2022,3.7,39,15,Thunderstorm,16,5,169,21,13,143,31,12,73,20,13,73,33,11,103,31,13,114
13/01/2022,5.3,0,34,Partly Cloudy,2,1,284,2,0,107,3,0,145,4,0,112,4,2,147,5,2,121
14/01/2022,4.5,0,21,Partly Cloudy,2,1,291,3,1,147,2,2,140,4,2,130,2,0,143,4,0,131
15/01/2022,4.5,29,21,Thunderstorm,11,3,180,21,11,76,20,9,64,23,14,94,22,9,80,32,11,66
16/01/2022,4.4,0,16,Clear,2,0,307,4,1,117,3,1,135,3,0,132,4,1,144,4,0,145
17/01/2022,4.4,0,31,Clear,2,1,289,2,1,143,5,0,143,2,2,130,1,0,107,2,2,111
18/01/2022,5.9,0,29,Clear,3,1,315,5,0,105,4,2,129,2,1,115,2,1,111,3,2,142
19/01/2022,6.9,0,22,Partly Cloudy,3,1,307,2,0,107,5,1,143,3,1,101,2,1,132,2,2,118
20/01/2022,7.2,37,21,Thunderstorm,18,3,183,34,8,51,32,13,79,27,8,69,26,14,98,29,14,81
21/01/2022,7.1,0,19,Clear,3,1,289,1,1,120,3,1,145,2,2,105,1,1,103,3,2,112
22/01/2022,7,2,26,Partly Cloudy,2,1,316,4,0,137,3,1,125,2,1,125,3,2,145,3,1,126
23/01/2022,6.5,0,28,Clear,2,1,306,3,0,102,2,1,103,4,1,146,2,0,124,2,2,101
24/01/2022,5.8,0,23,Clear,2,0,287,3,2,144,1,0,114,3,1,142,4,0,131,1,1,109
25/01/2022,4.6,0,26,Clear,3,0,284,1,1,149,3,2,122,3,1,135,2,2,101,3,1,130
26/01/2022,4.1,0,25,Clear,3,1,294,5,2,113,2,1,123,4,2,143,2,1,114,1,1,107
27/01/2022,4.8,0,31,Clear,3,1,314,4,1,121,4,1,132,4,1,106,3,1,119,1,1,140
28/01/2022,5,26,21,Thunderstorm,15,3,197,21,13,135,34,9,103,21,11,63,33,9,101,28,15,115
29/01/2022,4.4,7,30,Light Rain,4,1,252,9,4,138,8,3,109,6,4,125,6,2,94,10,3,107
30/01/2022,4,0,29,Partly Cloudy,1,1,294,5,1,100,3,0,102,4,1,123,4,1,131,3,1,110
31/01/2022,3.7,0,24,Partly Cloudy,2,0,290,2,1,124,4,1,144,5,1,143,3,2,142,5,1,139
01/02/2022,4.5,0,22,Partly Cloudy,1,1,295,3,2,143,3,1,124,3,1,105,3,1,133,2,1,103
02/02/2022,6.3,0,15,Clear,3,1,308,2,1,138,3,2,114,2,2,131,1,1,143,1,0,114
03/02/2022,7.4,0,25,Clear,2,0,313,1,1,132,1,1,129,4,0,115,3,2,111,5,1,141
04/02/2022,5.8,0,16,Clear,3,0,302,1,1,110,2,1,139,1,0,100,5,1,136,4,0,130
05/02/2022,4.8,0,26,Clear,1,0,312,4,0,106,5,2,150,2,1,112,3,0,106,1,1,125
06/02/2022,5.5,0,30,Clear,3,0,284,5,0,127,2,1,128,2,1,138,2,1,113,4,1,144
07/02/2022,4.7,5,18,Light Rain,4,2,268,10,2,136,6,5,93,10,3,105,7,3,123,10,4,126
08/02/2022,3.9,0,24,Partly Cloudy,2,1,289,2,1,115,2,0,142,1,2,106,1,1,125,3,1,114
09/02/2022,5,0,22,Partly Cloudy,2,0,314,5,1,111,5,0,102,2,1,146,4,2,105,1,1,148
10/02/2022,5.3,9,20,Light Rain,3,0,295,8,4,93,5,4,134,8,5,131,5,3,123,7,3,111
11/02/2022,5.4,0,17,Clear,2,1,305,5,2,128,2,1,135,4,2,130,3,0,104,2,0,120
12/02/2022,5.1,0,26,Clear,2,0,318,1,2,116,3,0,104,3,1,113,3,1,119,5,2,126
13/02/2022,4.6,38,19,Thunderstorm,18,3,199,26,10,114,34,15,121,31,12,126,33,11,112,28,12,139
14/02/2022,4.6,0,24,Clear,2,1,305,4,0,145,3,0,132,5,0,129,5,0,132,3,1,131
15/02/2022,3.8,0,15,Clear,2,0,292,4,2,144,3,2,146,3,1,105,3,2,128,4,0,107
16/02/2022,4.4,0,22,Partly Cloudy,1,1,304,4,0,109,2,2,108,1,1,126,4,2,127,5,1,113
17/02/2022,6.1,0,23,Clear,2,0,309,4,1,111,5,0,117,2,0,120,3,2,149,4,1,136
18/02/2022,7,0,31,Clear,2,1,307,4,1,129,5,2,111,2,1,121,1,1,140,4,1,124
19/02/2022,6.9,0,26,Clear,2,0,307,4,1,100,2,1,104,1,1,138,2,1,147,5,1,140
20/02/2022,6.9,0,25,Partly Cloudy,3,0,312,2,0,121,5,1,132,3,0,120,4,2,108,3,0,112
21/02/2022,6.3,0,20,Clear,3,1,293,4,1,146,4,2,102,3,1,115,2,1,135,1,1,109
22/02/2022,5.2,0,21,Clear,2,1,299,5,1,137,2,1,128,2,1,114,1,0,135,4,1,120
23/02/2022,4.1,0,31,Clear,1,0,313,2,1,133,3,1,145,2,1,108,3,2,123,4,2,107
24/02/2022,5.2,0,27,Clear,1,0,284,3,0,111,3,1,128,4,0,104,1,1,102,4,0,147
25/02/2022,5.4,0,31,Partly Cloudy,2,1,297,4,1,142,2,1,134,2,0,115,4,2,134,4,1,103
26/02/2022,4.5,0,22,Clear,2,1,295,4,1,137,5,1,132,4,1,139,3,1,103,5,2,143
27/02/2022,5.5,1,32,Clear,2,1,297,4,1,135,4,0,116,3,2,118,3,1,121,5,2,126
28/02/2022,6.1,28,29,Thunderstorm,14,3,196,26,13,53,26,14,89,29,9,92,34,12,140,34,15,140
01/03/2022,5.6,0,8,Clear,1,0,305,3,0,124,3,2,114,2,1,115,3,1,117,2,1,149
02/03/2022,5.9,0,19,Clear,3,1,307,3,1,113,1,2,145,2,2,137,2,1,121,4,2,105
03/03/2022,7,0,21,Clear,2,1,293,3,2,104,4,1,100,2,0,105,4,0,147,3,1,122
04/03/2022,8.1,0,8,Partly Cloudy,2,0,301,4,1,140,4,1,121,5,1,129,2,1,102,1,2,122
05/03/2022,7.9,0,19,Clear,1,1,304,3,2,126,2,0,120,4,0,111,5,0,131,2,1,119
06/03/2022,7.1,0,19,Clear,2,1,301,4,1,133,3,0,111,2,2,138,3,1,106,5,2,106
07/03/2022,8.5,0,11,Partly Cloudy,2,1,283,2,1,116,3,1,122,2,1,130,4,0,116,1,0,113
08/03/2022,7.4,0,25,Clear,3,0,307,4,2,106,2,0,120,5,2,136,3,2,122,2,2,114
09/03/2022,6.6,27,17,Thunderstorm,13,4,189,34,12,128,31,10,81,27,8,80,27,9,63,27,13,133
10/03/2022,7.4,0,13,Clear,1,1,299,4,1,110,3,1,121,3,2,141,5,0,107,1,1,122
11/03/2022,8.3,0,23,Partly Cloudy,1,1,299,3,2,105,5,1,144,5,1,105,2,1,105,4,1,149
12/03/2022,9.1,21,14,Thunderstorm,15,4,152,30,11,129,32,10,55,31,15,95,24,9,79,25,11,116
13/03/2022,8.4,17,22,Heavy Rain,7,3,250,13,5,115,15,6,118,17,4,120,15,6,107,16,5,101
14/03/2022,8.1,0,7,Clear,1,0,316,2,1,116,4,0,110,2,2,129,2,1,108,1,2,125
15/03/2022,8.7,0,16,Clear,2,1,286,3,2,106,5,0,117,3,1,105,4,2,109,5,1,147
16/03/2022,7.9,0,6,Partly Cloudy,2,0,288,4,1,118,3,2,117,1,2,119,2,0,145,2,1,144
17/03/2022,6.9,0,13,Clear,2,1,290,1,2,101,4,0,120,4,0,143,3,1,133,2,1,137
18/03/2022,7,0,21,Partly Cloudy,2,1,308,3,1,150,2,1,144,4,2,117,2,2,120,4,0,138
19/03/2022,7.7,0,15,Clear,1,1,302,2,2,115,2,1,134,5,0,120,1,2,122,4,1,142
20/03/2022,8.2,0,7,Clear,3,1,281,5,1,112,3,1,138,3,1,127,3,2,143,3,0,145
21/03/2022,7.4,0,8,Clear,3,1,318,2,1,149,4,1,109,4,1,127,3,1,136,4,0,123
22/03/2022,8.3,0,11,Clear,2,1,291,3,1,101,5,1,143,1,0,116,2,2,101,4,0,141
23/03/2022,9.3,0,9,Clear,1,0,305,5,2,130,3,2,127,3,2,112,1,1,105,2,1,127
24/03/2022,10.6,0,13,Clear,2,1,299,2,1,127,2,1,122,5,2,137,5,1,145,1,1,137
25/03/2022,10.4,15,11,Heavy Rain,6,2,251,19,7,122,19,6,97,11,8,83,17,6,127,14,7,94
26/03/2022,9.4,0,25,Clear,3,1,312,3,1,110,5,2,137,2,0,149,1,2,118,3,2,105
27/03/2022,8.9,0,19,Partly Cloudy,3,0,288,3,1,121,4,0,133,1,0,120,4,0,128,4,0,126
28/03/2022,10.1,0,8,Clear,2,0,284,2,0,113,3,1,145,3,2,126,1,1,141,2,0,116
29/03/2022,9.5,0,8,Clear,2,0,305,3,1,112,3,0,122,3,0,113,2,0,117,5,1,123
30/03/2022,9.8,0,24,Partly Cloudy,3,1,289,3,2,131,5,0,122,5,1,137,1,1,147,3,0,101
31/03/2022,10.7,0,7,Clear,3,1,285,2,2,126,5,1,134,3,2,120,2,1,143,3,1,127
01/04/2022,10.1,11,17,Heavy Rain,9,3,276,14,7,84,11,4,102,12,5,112,14,6,101,12,4,92
02/04/2022,9.4,0,21,Clear,2,1,289,1,1,132,3,1,103,3,0,138,4,1,105,2,0,116
03/04/2022,10.3,0,13,Clear,1,0,288,4,0,150,3,1,118,4,1,116,2,2,115,3,1,104
04/04/2022,9.9,28,13,Thunderstorm,18,4,160,28,13,113,29,13,56,31,10,107,24,14,98,30,14,140
05/04/2022,11.2,34,17,Thunderstorm,16,5,162,24,12,125,27,12,95,29,14,68,30,14,95,25,8,130
06/04/2022,11,0,12,Clear,2,1,296,4,1,115,1,2,134,4,0,141,3,2,149,5,2,101
07/04/2022,12.4,34,11,Thunderstorm,16,2,189,22,11,132,30,8,90,21,13,147,30,10,86,35,10,106
08/04/2022,12,0,22,Clear,2,1,291,2,1,108,4,0,105,2,0,124,3,1,148,4,0,147
09/04/2022,11.7,0,13,Clear,3,0,303,2,2,139,2,1,135,3,1,129,1,1,123,3,2,101
10/04/2022,11.1,1,11,Partly Cloudy,2,1,285,3,2,115,4,2,129,2,1,142,2,1,116,2,2,121
11/04/2022,10.9,0,9,Clear,2,0,292,1,1,141,4,0,130,4,1,147,5,0,113,2,0,145
12/04/2022,12.4,24,16,Thunderstorm,14,4,197,23,9,53,25,10,93,28,13,89,25,14,135,23,10,133
13/04/2022,11.1,0,14,Clear,1,0,310,4,2,104,2,2,127,2,0,114,3,0,148,1,2,142
14/04/2022,11.2,0,18,Clear,2,1,306,3,1,122,3,1,127,5,1,136,3,1,129,1,2,102
15/04/2022,11.1,4,21,Light Rain,3,2,264,6,3,121,9,3,109,10,2,114,7,2,103,5,5,120
16/04/2022,12.3,0,17,Partly Cloudy,3,0,293,4,2,149,4,0,106,5,1,110,5,0,136,4,0,117
17/04/2022,11.2,0,15,Clear,3,0,290,2,0,150,2,1,144,4,1,145,4,0,132,5,1,137
18/04/2022,12.8,0,7,Clear,2,0,318,3,1,135,3,1,104,3,2,134,3,0,141,5,1,136
19/04/2022,12.3,0,22,Clear,2,0,294,4,0,130,2,1,107,4,1,149,5,1,101,4,1,101
